index,horizon,factor,spearman_ic,ic_t_stat,direction_win_rate,top_mean_ret,bottom_mean_ret,top_minus_bottom,obs
CSI1000,5,cf_crowding_mom20_beta_ratio_chg20,0.12630432553343804,5.004659064795776,0.5520361990950227,0.00752733178397378,-0.003197865762265961,0.010725197546239741,1547
CSI1000,5,cf_crowding_mom20_vol_ratio_chg20,0.12563008063952205,4.977513321973263,0.557207498383969,0.007406646917528934,-0.004498900198938496,0.01190554711646743,1547
CSI1000,5,cf_crowding_mom20_beta_ratio_z,0.11046815776408044,4.309062540793519,0.5627906976744186,0.0065978518481772065,-0.0030435020833107034,0.00964135393148791,1505
CSI1000,5,cf_crowding_amount20_beta_ratio_chg20,0.10812118981915979,4.274925055076845,0.5384615384615384,0.004637332844601916,-0.002767543055379774,0.00740487589998169,1547
CSI1000,5,cf_crowding_mom20_beta_ratio,0.09887228277751256,3.9306551980430156,0.5245692405871091,0.006900970452266597,-0.004123762086315867,0.011024732538582464,1567
CSI1000,5,cf_crowding_amount20_vol_ratio,0.09605860807012327,3.817740761361022,0.5245692405871091,0.0043932657501897935,-0.0009932441172432797,0.005386509867433073,1567
CSI1000,5,cf_crowding_mom20_amount_ratio_chg20,0.09276023285523112,3.6618672130286294,0.5423400129282482,0.0051241725870686166,-0.002694658581196329,0.007818831168264945,1547
CSI1000,5,cf_crowding_amount20_amount_ratio,0.09186567940411058,3.6496465746007187,0.5245692405871091,0.005836803344696626,-0.0016696882556550053,0.007506491600351632,1567
CSI1000,5,cf_crowding_amount20_amount_ratio_chg20,0.08693634660296784,3.4301494629300278,0.5261797026502909,0.005167419065224298,-0.0022629101196916137,0.007430329184915912,1547
CSI1000,5,cf_crowding_amount20_vol_ratio_z,0.08623453806179114,3.3556878728780406,0.5275747508305648,0.0035142451663564443,-0.002158104854625415,0.005672350020981859,1505
CSI1000,5,cf_crowding_amount20_beta_ratio,0.08573270978175396,3.404126337053942,0.5245692405871091,0.004703246697325834,-0.0007963218554569299,0.005499568552782764,1567
CSI1000,5,cf_crowding_mom20_vol_ratio_z,0.08492679807383881,3.304426558069186,0.5289036544850498,0.007541242868108779,-0.003261063600792439,0.010802306468901218,1505
CSI1000,5,cf_crowding_amount20_amount_ratio_z,0.08446913202495032,3.2864908585910793,0.521594684385382,0.004124907182654572,-0.0013649885595894142,0.005489895742243986,1505
CSI1000,5,cf_crowding_amount20_vol_ratio_chg20,0.07887655290068826,3.110049980293348,0.5223012281835812,0.0035533762703039494,-0.0037438932288064507,0.0072972694991104,1547
CSI1000,5,cf_crowding_amount20_beta_ratio_z,0.07792020579588764,3.0300655380540675,0.5295681063122923,0.004797313819648498,-0.002754830749013139,0.007552144568661637,1505
CSI1000,5,cf_amount_ratio20_mean_z,0.07773995125327338,3.0430600781346056,0.5377049180327869,0.006121706289877156,-0.0019176872904921728,0.00803939358036933,1525
CSI1000,5,cf_amount_concentration_top20_chg20,0.07344597197231352,2.9217622734253808,0.5171319796954315,0.004435894284035268,0.0014573307317207543,0.0029785635523145136,1576
CSI1000,5,cf_big_down_ratio_z,0.07252096347100388,2.8460203556186894,0.49608865710560623,0.0028501795808437516,-0.0009240137206682678,0.0037741933015120193,1534
CSI1000,5,cf_amount_ratio20_top20_z,0.07200147657885071,2.817215182112395,0.5272131147540984,0.007030107301700976,-0.0017216057593306476,0.008751713061031624,1525
CSI1000,5,cf_crowding_mom20_vol_ratio,0.07115178003512213,2.8219223350761764,0.5245692405871091,0.006799180615332867,-0.003536895078622624,0.01033607569395549,1567
CSI1000,5,cf_amount_concentration_top20,0.0677556952625792,2.7113722500867135,0.5263157894736842,0.003577822396089162,0.001105108940332743,0.0024727134557564192,1596
CSI1000,5,cf_big_down_ratio,0.06436421956099012,2.5750764201150385,0.5068922305764411,0.003862803965725549,0.0014011434309868214,0.0024616605347387278,1596
CSI1000,5,cf_crowding_mom20_amount_ratio_z,0.06322613342487828,2.456099230774996,0.5102990033222591,0.0016047922214045861,-0.003936790449591333,0.005541582670995919,1505
CSI1000,5,cf_big_down_ratio_chg20,0.06271145768966051,2.4929003827000966,0.5139593908629442,0.0034529621096401433,0.0007338616452231437,0.0027191004644169996,1576
CSI1000,5,cf_amount_ratio20_mean,0.06022529056313927,2.4020529727439484,0.5248897290485193,0.0073092919336049215,-0.001399644723482289,0.008708936657087211,1587
CSI1000,5,cf_amount_ratio20_mean_chg20,0.05823862197506103,2.3078417166938787,0.5328653477983408,0.005718865101774937,0.00012008663011968558,0.005598778471655251,1567
CSI1000,5,cf_limit_up_like_ratio,0.057729214720690654,2.3086850753560606,0.525062656641604,0.004099712536436395,-0.0006615087877112359,0.00476122132414763,1596
CSI1000,5,cf_crowding_mom20_amount_ratio,0.0576965846377134,2.2862901384739662,0.5245692405871091,0.003048290455731291,-0.003251071249060834,0.0062993617047921256,1567
CSI1000,5,cf_amount_ratio20_top20_chg20,0.052891856300207735,2.0953390726542174,0.5290363752393108,0.006343693903357395,-0.0004153309441902754,0.006759024847547671,1567
CSI1000,5,cf_mom20_dispersion_z,0.052648468451710444,2.0500496313746464,0.5046235138705416,-0.00040678025659333515,-0.002790701536550606,0.0023839212799572707,1514
CSI1000,5,cf_amount_ratio20_top20,0.05177167949171992,2.0639049363635573,0.5110270951480781,0.007910869418706118,-0.0004485858061457793,0.008359455224851898,1587
CSI1000,5,cf_mom20_dispersion,0.04659872113161627,1.850752723004036,0.5228426395939086,0.0015869788987417808,-0.002639642497005767,0.004226621395747547,1576
CSI1000,5,cf_weighted_above_ma20_chg20,0.04414570767325629,1.7531313097600356,0.5272842639593909,0.005531748204822356,0.0015678416786528847,0.0039639065261694705,1576
CSI1000,5,cf_spread_mom20_next_concentration_chg20,0.04302312630859787,1.6975781726565904,0.5295629820051414,0.0036300523224375965,-0.0019224618616840482,0.005552514184121645,1556
CSI1000,5,cf_amount_concentration_top20_z,0.03878218678350877,1.5191075571599668,0.5026075619295959,0.0029746340224813274,0.001406174758747187,0.0015684592637341403,1534
CSI1000,5,cf_spread_amount20_next_concentration_chg20,0.038298476679289685,1.5162032066365092,0.5028717294192725,0.002651143607117812,0.0020297239421142076,0.0006214196650036045,1567
CSI1000,5,cf_above_ma20_ratio_chg20,0.03641810836486978,1.4457990556970197,0.5133248730964467,0.005863959178277565,0.0016975558285064886,0.004166403349771076,1576
CSI1000,5,cf_amp20_mean_z,0.03381172100392156,1.3241739844036837,0.5345501955671447,-0.0003300854362860078,-0.001771170496918737,0.0014410850606327292,1534
CSI1000,5,cf_limit_up_like_ratio_chg20,0.03206441245353922,1.2727673327424196,0.5,0.005067394277567153,-0.0010226564387175797,0.0060900507162847325,1576
CSI1000,5,cf_weighted_above_ma20_z,0.03116175712577752,1.2202878450156014,0.5045632333767927,0.005512682819293434,-0.0005796619526993791,0.006092344771992813,1534
CSI1000,5,cf_spread_mom20_next_concentration,0.03078332489532191,1.2218665035539384,0.5228426395939086,0.00328114465711732,0.0007681277667624574,0.0025130168903548626,1576
CSI1000,5,cf_spread_amount20_next_concentration,0.030340255343227446,1.208464362437715,0.5242596093257719,0.002124605940401475,0.002858555116964711,-0.000733949176563236,1587
CSI1000,5,cf_limit_up_like_ratio_z,0.030168407957009043,1.181352481044328,0.5058670143415906,0.002465766084935528,-0.0006464468465986285,0.0031122129315341567,1534
CSI1000,5,cf_up_ratio_1d_z,0.02282503206595416,0.893622177336143,0.5189048239895697,0.003855189016682846,0.0016676913788627764,0.0021874976378200694,1534
CSI1000,5,cf_weighted_up_ratio_1d_z,0.022026618832969226,0.8623480753783849,0.5032594524119948,0.004766453323951856,0.0018329693021693649,0.0029334840217824913,1534
CSI1000,5,cf_weighted_up_ratio_1d,0.018647640215757388,0.7446352009140363,0.5263157894736842,0.005411446124329107,0.00200790661128139,0.0034035395130477173,1596
CSI1000,5,cf_up_ratio_1d,0.01859340545778633,0.7424687553818938,0.5263157894736842,0.005601893751878259,0.0005860720115709389,0.00501582174030732,1596
CSI1000,5,cf_spread_mom20_next_concentration_z,0.018591478152111745,0.7230442630390095,0.5059445178335535,0.0007063253543750547,-9.245848112271442e-05,0.0007987838354977691,1514
CSI1000,5,cf_weight_concentration_top20_chg20,0.017639775195639203,0.6999435059631747,0.5126903553299492,0.0009686051717095023,-0.000661101395053624,0.0016297065667631263,1576
CSI1000,5,cf_above_ma20_ratio_z,0.016749622369592584,0.6556851258792235,0.5078226857887875,0.004957980621312049,-0.0005335093791857955,0.005491490000497845,1534
CSI1000,5,cf_weight_concentration_top20_z,0.014227675475897256,0.556938568423677,0.5078226857887875,0.0006839864716648505,0.0005813980665381647,0.00010258840512668581,1534
CSI1000,5,cf_spread_amount20_ret1d_chg20,0.012045103674020275,0.47653984620110573,0.5015954052329291,0.002725388815143292,0.001170817121048983,0.001554571694094309,1567
CSI1000,5,cf_mom20_dispersion_chg20,0.010173793916780508,0.4010799209285178,0.5359897172236504,0.003262549530578994,0.00109161288768782,0.002170936642891174,1556
CSI1000,5,cf_weighted_above_ma20,0.008904253124004134,0.3555157726609362,0.5213032581453634,0.00585574446847907,-0.00017092737840454348,0.0060266718468836135,1596
CSI1000,5,cf_mom20_median_z,0.008869304615674966,0.3448915459746864,0.5204755614266843,0.00396498479520403,-0.0005388046266616927,0.004503789421865722,1514
CSI1000,5,cf_up_ratio_1d_chg20,0.007898924467989489,0.31338909040871693,0.5076142131979695,0.0030570347505176937,0.0013840311612480143,0.0016730035892696794,1576
CSI1000,5,cf_weighted_up_ratio_1d_chg20,0.006022450168599286,0.23893702680420384,0.5095177664974619,0.002525198662368581,0.0018110182158277408,0.0007141804465408404,1576
CSI1000,5,cf_crowding_mom20_amp_ratio_z,0.003915279984798682,0.1522446529742643,0.5072655217965654,-0.00031467375035119455,0.0018644124637580007,-0.0021790862141091954,1514
CSI1000,5,cf_spread_amount20_next_concentration_z,0.0021162210341093435,0.08258704951092348,0.49836065573770494,0.0016682555205023623,0.002270829773579081,-0.0006025742530767185,1525
CSI1000,5,cf_mom20_median_chg20,0.001706740581308551,0.06728118851767836,0.5070694087403599,0.0032639039283684636,0.0029695590210658497,0.0002943449073026139,1556
CSI1000,5,cf_crowding_mom20_amp_ratio,0.0009719424240988993,0.03856054008826464,0.5228426395939086,0.00041171814988192224,0.002272844724189095,-0.0018611265743071728,1576
CSI1000,5,cf_mom60_mean_chg20,0.0006254980799388069,0.02433823070065402,0.5131926121372031,0.0019654860804497382,0.0005537626716964543,0.001411723408753284,1516
