ann_ret,ann_vol,sharpe,max_drawdown,win_rate,n_days,index,strategy,mode,benchmark_ann_ret,benchmark_sharpe,benchmark_max_drawdown
-0.017773735306220728,0.1644238000505543,-0.1080970960454384,-0.48546147160750386,0.2575864502470007,2834,CSI1000,report_icir_12m_20d,zero_threshold,0.021577085761697923,0.07788025042274226,-0.7234872372733585
-0.017420058309047137,0.1381715667494463,-0.12607556474072437,-0.4223423663060215,0.20677487649964715,2834,CSI500,report_icir_12m_20d,weekly_hold,0.033636348171806274,0.13146403808421767,-0.6519574332360283
-0.024300002073996185,0.17222621281559164,-0.14109351693179836,-0.5253879423990848,0.3394495412844037,2834,CSI1000,report_icir_6m_20d,top_quantile,0.021577085761697923,0.07788025042274226,-0.7234872372733585
-0.02708287601533277,0.17542443857177015,-0.15438485216672104,-0.5766293022081166,0.2332392378263938,2834,CSI1000,report_icwr_12m_20d,weekly_hold,0.021577085761697923,0.07788025042274226,-0.7234872372733585
-0.03201918315838115,0.1938664569416254,-0.16516102714985065,-0.5219365570533454,0.2933168316831683,1616,STAR50,report_icwr_6m_20d,top_quantile,0.08096920034539701,0.23790451394273604,-0.626567472120988
-0.02860094132396329,0.16654724022512732,-0.171728701630255,-0.49326285265945913,0.22477064220183487,2834,CSI1000,report_icwr_6m_20d,monthly_hold,0.021577085761697923,0.07788025042274226,-0.7234872372733585
-0.030025460351119304,0.17309804743243395,-0.1734592665630111,-0.4614157860018382,0.33733239237826396,2834,CSI1000,report_icwr_6m_20d,top_quantile,0.021577085761697923,0.07788025042274226,-0.7234872372733585
-0.030444878704799505,0.1728651642619527,-0.17611922468464844,-0.46141850806732987,0.1813118811881188,1616,STAR50,report_icir_6m_20d,weekly_hold,0.08096920034539701,0.23790451394273604,-0.626567472120988
-0.03049019421675858,0.16683003378797698,-0.18276202146855847,-0.5084199461059151,0.33450952717007765,2834,CSI500,report_icwr_6m_20d,top_quantile,0.033636348171806274,0.13146403808421767,-0.6519574332360283
-0.03411252091017247,0.18104247489408498,-0.18842274957923147,-0.4948077133085712,0.29826732673267325,1616,STAR50,report_icir_6m_20d,top_quantile,0.08096920034539701,0.23790451394273604,-0.626567472120988
-0.03033945476834432,0.1552556299149799,-0.19541613263853053,-0.48923507851287373,0.2117148906139732,2834,CSI1000,report_icir_6m_20d,monthly_hold,0.021577085761697923,0.07788025042274226,-0.7234872372733585
-0.03245539473054504,0.1581799946858167,-0.20518014806492577,-0.5941356831643385,0.21559633027522937,2834,CSI500,report_icwr_6m_20d,weekly_hold,0.033636348171806274,0.13146403808421767,-0.6519574332360283
-0.03433601146141407,0.16025643988937258,-0.21425667190109013,-0.4978131618206335,0.2268877911079746,2834,CSI500,report_icwr_6m_20d,monthly_hold,0.033636348171806274,0.13146403808421767,-0.6519574332360283
-0.04099753722007571,0.18412947540329994,-0.2226560257681642,-0.5002151650510209,0.18378712871287128,1616,STAR50,report_icir_12m_20d,weekly_hold,0.08096920034539701,0.23790451394273604,-0.626567472120988
-0.03918728430807994,0.16947635518421064,-0.23122567313585254,-0.47176021099138243,0.25017642907551163,2834,CSI1000,report_icir_6m_20d,zero_threshold,0.021577085761697923,0.07788025042274226,-0.7234872372733585
-0.037688210374586806,0.15642726851991745,-0.2409312054808914,-0.5052333528130682,0.20783345095271702,2834,CSI1000,report_icir_6m_20d,weekly_hold,0.021577085761697923,0.07788025042274226,-0.7234872372733585
-0.04636929675384904,0.1672357962218056,-0.2772689687341174,-0.586153889046504,0.2177134791813691,2834,CSI1000,report_icwr_6m_20d,weekly_hold,0.021577085761697923,0.07788025042274226,-0.7234872372733585
-0.05550541919771024,0.17220960124990387,-0.3223131509210275,-0.5414046234599809,0.23535638673253353,2834,CSI1000,report_icwr_6m_20d,zero_threshold,0.021577085761697923,0.07788025042274226,-0.7234872372733585
-0.0701904289317663,0.1712428748706003,-0.40988817190090804,-0.5740504402973836,0.18626237623762376,1616,STAR50,report_icir_6m_20d,zero_threshold,0.08096920034539701,0.23790451394273604,-0.626567472120988
-0.07080158768978972,0.16381766473447984,-0.43219751547885193,-0.6206301967539914,0.2399435426958363,2834,CSI500,report_icwr_6m_20d,zero_threshold,0.033636348171806274,0.13146403808421767,-0.6519574332360283
